product_id,product_name,category,brand,unit_cost,list_price,uom,status,created_at
PROD00233,Bluetooth Speaker v2,Electronics,Voltix,443.66,857.8,PK,ACTIVE,2025-06-29 12:40:00
PROD00234,Laptop v4,Electronics,UrbanFit,527.17,1036.02,BOX,ACTIVE,2025-11-11 09:53:00
PROD00235,Tablet v4,Electronics,DailyFresh,211.78,328.37,BOX,DISCONTINUED,2025-06-21 11:34:00
PROD00236,Noise-Cancel Headphones v1,Electronics,TrailMax,434.94,572.31,PK,DISCONTINUED,2025-02-01 07:42:00
PROD00237,Smart Watch v3,Electronics,CorePower,384.68,542.95,EA,ACTIVE,2025-08-10 12:45:00
PROD00238,Gaming Console v4,Electronics,UrbanFit,118.74,268.19,PK,ACTIVE,2024-09-02 09:17:00
PROD00239,Wireless Router v4,Electronics,Voltix,458.71,1040.25,BOX,ACTIVE,2024-12-30 21:20:00
PROD00240,Cordless Drill v4,Home & Garden,DailyFresh,372.46,808.55,PK,ACTIVE,2025-01-03 15:46:00
PROD00241,Garden Hose v1,Home & Garden,TrailMax,200.18,393.06,PK,DISCONTINUED,2024-12-10 18:56:00
PROD00242,LED Floor Lamp v1,Home & Garden,UrbanFit,153.22,221.78,BOX,ACTIVE,2024-10-24 19:34:00
PROD00243,Air Fryer v4,Home & Garden,Voltix,21.85,45.16,BOX,ACTIVE,2025-11-29 11:49:00
PROD00244,Robot Vacuum v1,Home & Garden,UrbanFit,690.35,881.0,EA,ACTIVE,2025-05-20 06:10:00
PROD00245,Outdoor Heater v2,Home & Garden,TrailMax,754.98,1264.31,EA,ACTIVE,2025-02-04 13:13:00
PROD00246,Tool Set v1,Home & Garden,Voltix,499.44,748.38,EA,ACTIVE,2025-05-02 12:50:00
PROD00247,Pressure Washer v3,Home & Garden,Voltix,438.47,608.74,EA,ACTIVE,2024-09-05 08:47:00
PROD00248,Olive Oil 1L v4,Grocery,HomePro,114.78,245.73,BOX,ACTIVE,2025-11-03 02:04:00
PROD00249,Coffee Beans 500g v4,Grocery,Voltix,70.21,145.09,EA,ACTIVE,2024-10-06 23:37:00
PROD00250,Protein Bars 12pk v5,Grocery,TrailMax,714.19,1023.53,PK,DISCONTINUED,2025-05-08 23:01:00
PROD00251,Basmati Rice 5kg v1,Grocery,TrailMax,274.73,480.97,BOX,DISCONTINUED,2025-02-27 09:27:00
PROD00252,Almond Milk 1L v5,Grocery,TrailMax,87.38,206.24,PK,ACTIVE,2025-11-26 22:34:00
PROD00253,Dark Chocolate 200g v4,Grocery,CorePower,457.91,759.62,PK,ACTIVE,2025-09-13 17:45:00
PROD00254,Running Shoes v1,Apparel,DailyFresh,101.04,148.41,EA,DISCONTINUED,2025-02-24 15:36:00
PROD00255,Rain Jacket v2,Apparel,CorePower,101.62,159.82,EA,ACTIVE,2025-06-02 05:13:00
PROD00256,Merino Jumper v2,Apparel,Voltix,778.89,1392.48,EA,DISCONTINUED,2025-06-30 15:33:00
PROD00257,Denim Jeans v2,Apparel,Voltix,651.84,1225.44,PK,ACTIVE,2025-03-17 09:47:00
PROD00258,Hi-Vis Vest v3,Apparel,CorePower,306.73,423.51,BOX,DISCONTINUED,2025-11-08 00:17:00
PROD00259,Work Boots v4,Apparel,UrbanFit,622.6,1311.22,PK,ACTIVE,2025-12-23 20:15:00
PROD00260,Yoga Mat v5,Sports,UrbanFit,292.37,599.55,BOX,ACTIVE,2025-12-03 03:27:00
PROD00261,Dumbbell Set 20kg v1,Sports,HomePro,630.53,1040.89,BOX,ACTIVE,2024-11-12 06:28:00
PROD00262,Camping Tent 4P v4,Sports,DailyFresh,783.3,1046.8,EA,DISCONTINUED,2024-10-29 23:55:00
PROD00263,Mountain Bike Helmet v3,Sports,Voltix,494.19,829.89,PK,ACTIVE,2025-08-22 21:17:00
PROD00264,Esky 40L v3,Sports,UrbanFit,472.14,915.06,BOX,ACTIVE,2024-10-30 09:33:00
PROD00265,4K TV v3,Electronics,UrbanFit,617.78,1336.49,BOX,ACTIVE,2025-04-17 14:13:00
PROD00266,Bluetooth Speaker v2,Electronics,HomePro,842.84,1949.06,BOX,DISCONTINUED,2024-08-24 10:26:00
PROD00267,Laptop v1,Electronics,TrailMax,164.59,290.43,BOX,ACTIVE,2024-11-29 22:06:00
PROD00268,Tablet v1,Electronics,UrbanFit,485.81,775.96,PK,ACTIVE,2024-09-22 11:40:00
PROD00269,Noise-Cancel Headphones v1,Electronics,HomePro,505.0,742.97,PK,ACTIVE,2025-10-13 13:37:00
PROD00270,Smart Watch v4,Electronics,TrailMax,657.47,1078.73,BOX,ACTIVE,2024-09-27 18:09:00
PROD00271,Gaming Console v2,Electronics,TrailMax,96.27,140.53,BOX,ACTIVE,2024-10-22 16:37:00
PROD00272,Wireless Router v5,Electronics,UrbanFit,581.77,965.47,BOX,ACTIVE,2025-12-26 23:55:00
PROD00273,Cordless Drill v2,Home & Garden,HomePro,555.83,1273.45,EA,ACTIVE,2024-12-07 02:59:00
PROD00274,Garden Hose v2,Home & Garden,DailyFresh,723.81,995.81,EA,ACTIVE,2024-09-27 01:08:00
PROD00275,LED Floor Lamp v4,Home & Garden,TrailMax,462.49,799.01,PK,ACTIVE,2024-12-20 17:25:00
PROD00276,Air Fryer v4,Home & Garden,TrailMax,342.07,568.74,PK,ACTIVE,2025-05-17 02:56:00
PROD00277,Robot Vacuum v2,Home & Garden,CorePower,546.42,795.96,PK,ACTIVE,2025-10-23 13:35:00
PROD00278,Outdoor Heater v3,Home & Garden,CorePower,399.72,813.08,EA,DISCONTINUED,2025-07-18 11:11:00
PROD00279,Tool Set v4,Home & Garden,CorePower,26.66,43.69,PK,DISCONTINUED,2024-12-06 19:35:00
PROD00280,Pressure Washer v2,Home & Garden,DailyFresh,789.16,1818.8,PK,ACTIVE,2025-12-09 23:00:00
PROD00281,Olive Oil 1L v2,Grocery,Voltix,179.47,293.11,BOX,ACTIVE,2025-02-03 03:58:00
PROD00282,Coffee Beans 500g v1,Grocery,UrbanFit,334.51,503.27,PK,ACTIVE,2025-07-16 08:41:00
PROD00283,Protein Bars 12pk v3,Grocery,TrailMax,432.95,542.36,BOX,ACTIVE,2025-12-29 18:52:00
PROD00284,Basmati Rice 5kg v4,Grocery,UrbanFit,31.26,64.45,BOX,DISCONTINUED,2025-04-27 05:30:00
PROD00285,Almond Milk 1L v5,Grocery,Voltix,675.94,1336.37,EA,ACTIVE,2024-09-02 19:57:00
PROD00286,Dark Chocolate 200g v2,Grocery,HomePro,643.13,1316.34,EA,DISCONTINUED,2025-10-20 03:03:00
PROD00287,Running Shoes v3,Apparel,Voltix,401.27,823.69,BOX,ACTIVE,2025-10-29 06:41:00
PROD00288,Rain Jacket v3,Apparel,CorePower,554.15,676.07,EA,ACTIVE,2025-05-10 00:42:00
PROD00289,Merino Jumper v1,Apparel,Voltix,365.24,805.45,EA,ACTIVE,2025-08-27 08:05:00
PROD00290,Denim Jeans v5,Apparel,HomePro,158.64,198.84,BOX,DISCONTINUED,2024-11-15 20:47:00
PROD00291,Hi-Vis Vest v3,Apparel,TrailMax,758.54,1766.87,BOX,ACTIVE,2024-10-18 10:29:00
PROD00292,Work Boots v5,Apparel,DailyFresh,513.08,-1.0,EA,ACTIVE,2025-12-02 02:11:00
PROD00293,Yoga Mat v5,Sports,CorePower,657.68,935.74,EA,ACTIVE,2025-09-26 00:13:00
PROD00294,Dumbbell Set 20kg v2,Sports,TrailMax,575.6,1008.69,BOX,ACTIVE,2025-09-05 23:08:00
PROD00295,Camping Tent 4P v3,Sports,HomePro,282.2,467.09,PK,ACTIVE,2025-06-04 10:26:00
PROD00296,Mountain Bike Helmet v2,Sports,HomePro,206.46,294.39,PK,ACTIVE,2025-08-11 14:16:00
PROD00297,Esky 40L v3,Sports,TrailMax,86.8,141.15,BOX,DISCONTINUED,2025-10-17 20:43:00
PROD00298,4K TV v5,Electronics,DailyFresh,749.23,932.1,EA,ACTIVE,2025-08-13 13:22:00
PROD00299,Bluetooth Speaker v3,Electronics,HomePro,582.82,1176.38,PK,ACTIVE,2024-10-04 16:49:00
PROD00300,Laptop v3,Electronics,Voltix,192.81,281.87,EA,ACTIVE,2025-04-19 04:29:00
PROD00301,Tablet v4,Electronics,CorePower,529.79,872.43,BOX,ACTIVE,2025-01-31 22:06:00
PROD00302,Noise-Cancel Headphones v1,Electronics,HomePro,568.01,1274.16,PK,DISCONTINUED,2025-02-06 10:41:00
PROD00303,Smart Watch v3,Electronics,TrailMax,813.07,1158.25,EA,DISCONTINUED,2025-05-25 05:48:00
PROD00304,Gaming Console v4,Electronics,UrbanFit,23.49,51.0,BOX,DISCONTINUED,2025-08-28 12:30:00
PROD00305,Wireless Router v3,Electronics,UrbanFit,751.35,1129.35,PK,DISCONTINUED,2025-08-01 12:19:00
PROD00306,Cordless Drill v2,Home & Garden,UrbanFit,39.96,92.5,EA,DISCONTINUED,2025-03-25 08:36:00
PROD00307,Garden Hose v5,Home & Garden,HomePro,363.07,448.13,PK,ACTIVE,2025-12-19 18:48:00
PROD00308,LED Floor Lamp v1,Home & Garden,Voltix,129.04,257.58,PK,ACTIVE,2025-10-03 11:29:00
PROD00309,Air Fryer v2,Home & Garden,HomePro,358.81,628.89,EA,ACTIVE,2025-01-23 02:11:00
PROD00310,Robot Vacuum v1,Home & Garden,CorePower,215.62,311.35,EA,ACTIVE,2025-08-04 17:54:00
PROD00311,Outdoor Heater v2,Home & Garden,TrailMax,698.95,842.89,EA,DISCONTINUED,2025-05-27 21:25:00
PROD00312,Tool Set v4,Home & Garden,DailyFresh,630.11,1446.35,BOX,ACTIVE,2025-09-13 03:24:00
PROD00313,Pressure Washer v2,Home & Garden,DailyFresh,119.14,252.06,PK,ACTIVE,2025-10-12 21:46:00
PROD00314,Olive Oil 1L v5,Grocery,Voltix,785.92,1506.08,PK,DISCONTINUED,2025-07-27 23:37:00
PROD00315,Coffee Beans 500g v2,Grocery,HomePro,28.1,63.58,PK,ACTIVE,2025-02-09 16:52:00
PROD00316,Protein Bars 12pk v4,Grocery,Voltix,5.43,10.42,BOX,ACTIVE,2024-10-28 15:12:00
PROD00317,Basmati Rice 5kg v1,Grocery,TrailMax,43.65,68.2,PK,ACTIVE,2025-03-24 04:18:00
PROD00318,Almond Milk 1L v4,Grocery,Voltix,282.74,568.4,PK,DISCONTINUED,2024-11-18 05:25:00
PROD00319,Dark Chocolate 200g v4,Grocery,Voltix,615.38,1354.5,PK,ACTIVE,2025-07-20 12:51:00
PROD00320,Running Shoes v2,Apparel,UrbanFit,727.0,1012.76,BOX,DISCONTINUED,2025-08-05 14:00:00
PROD00321,Rain Jacket v4,Apparel,DailyFresh,439.58,1033.85,EA,ACTIVE,2025-03-24 08:47:00
PROD00322,Merino Jumper v4,Apparel,UrbanFit,572.17,1101.06,PK,DISCONTINUED,2025-08-18 10:54:00
PROD00323,Denim Jeans v2,Apparel,DailyFresh,483.38,791.7,BOX,DISCONTINUED,2025-11-07 21:05:00
PROD00324,Hi-Vis Vest v5,Apparel,TrailMax,138.75,222.63,EA,DISCONTINUED,2025-03-29 01:29:00
PROD00325,Work Boots v4,Apparel,DailyFresh,256.42,345.11,PK,ACTIVE,2025-11-17 19:43:00
PROD00326,Yoga Mat v3,Sports,Voltix,334.89,572.94,BOX,ACTIVE,2024-11-18 09:22:00
PROD00327,Dumbbell Set 20kg v3,Sports,CorePower,377.69,655.72,EA,ACTIVE,2025-02-17 23:02:00
PROD00328,Camping Tent 4P v2,Sports,Voltix,480.02,804.25,BOX,ACTIVE,2024-10-22 23:09:00
PROD00329,Mountain Bike Helmet v3,Sports,TrailMax,571.1,980.76,PK,ACTIVE,2025-12-02 23:52:00
PROD00330,Esky 40L v1,Sports,TrailMax,473.11,827.99,PK,ACTIVE,2024-11-02 19:46:00
PROD00331,4K TV v4,Electronics,UrbanFit,575.48,1299.69,BOX,ACTIVE,2025-02-07 20:47:00
PROD00332,Bluetooth Speaker v2,Electronics,CorePower,274.58,461.54,PK,ACTIVE,2025-10-21 13:07:00
PROD00333,Laptop v3,Electronics,UrbanFit,715.11,1348.04,BOX,ACTIVE,2025-08-09 01:23:00
PROD00334,Tablet v4,Electronics,TrailMax,517.71,754.95,BOX,ACTIVE,2025-01-07 16:42:00
PROD00335,Noise-Cancel Headphones v2,Electronics,CorePower,44.98,75.49,PK,ACTIVE,2024-08-21 13:13:00
PROD00336,Smart Watch v2,Electronics,TrailMax,20.77,35.25,PK,DISCONTINUED,2025-06-21 20:20:00
PROD00337,Gaming Console v3,Electronics,HomePro,91.04,133.81,EA,ACTIVE,2025-08-26 22:38:00
PROD00338,Wireless Router v5,Electronics,TrailMax,744.97,1419.54,BOX,DISCONTINUED,2025-04-19 17:00:00
PROD00339,Cordless Drill v4,Home & Garden,HomePro,311.28,492.93,PK,DISCONTINUED,2024-12-04 17:44:00
PROD00340,Garden Hose v4,Home & Garden,Voltix,156.33,260.77,BOX,ACTIVE,2025-07-08 15:35:00
PROD00341,LED Floor Lamp v5,Home & Garden,TrailMax,886.51,1152.21,PK,ACTIVE,2025-09-07 10:28:00
PROD00342,Air Fryer v5,Home & Garden,UrbanFit,608.35,751.6,EA,ACTIVE,2025-06-04 13:26:00
PROD00343,Robot Vacuum v3,Home & Garden,UrbanFit,896.26,1100.69,BOX,DISCONTINUED,2024-12-17 12:58:00
PROD00344,Outdoor Heater v1,Home & Garden,Voltix,485.68,803.37,PK,ACTIVE,2024-12-05 03:36:00
PROD00345,Tool Set v4,Home & Garden,UrbanFit,263.26,589.14,PK,ACTIVE,2025-09-07 06:26:00
PROD00346,Pressure Washer v3,Home & Garden,CorePower,810.81,1244.31,EA,ACTIVE,2025-05-03 17:34:00
PROD00347,Olive Oil 1L v4,Grocery,DailyFresh,355.39,792.83,PK,DISCONTINUED,2024-11-07 05:25:00
PROD00348,Coffee Beans 500g v3,Grocery,DailyFresh,262.41,482.62,BOX,ACTIVE,2025-08-03 03:24:00
PROD00349,Protein Bars 12pk v4,Grocery,DailyFresh,523.82,891.39,EA,ACTIVE,2025-07-01 07:08:00
PROD00350,Basmati Rice 5kg v1,Grocery,UrbanFit,550.3,992.76,BOX,DISCONTINUED,2025-12-16 00:20:00
PROD00351,Almond Milk 1L v4,Grocery,CorePower,550.39,770.41,EA,ACTIVE,2024-08-30 23:38:00
PROD00352,Dark Chocolate 200g v5,Grocery,UrbanFit,795.63,1579.28,EA,ACTIVE,2025-04-10 11:46:00
PROD00353,Running Shoes v2,Apparel,TrailMax,787.69,1110.84,EA,ACTIVE,2024-09-21 00:13:00
PROD00354,Rain Jacket v5,Apparel,DailyFresh,521.53,913.22,EA,ACTIVE,2025-12-30 14:32:00
PROD00355,Merino Jumper v3,Apparel,HomePro,578.68,1252.51,EA,DISCONTINUED,2025-08-23 02:00:00
PROD00356,Denim Jeans v4,Apparel,UrbanFit,674.75,1361.93,PK,DISCONTINUED,2024-09-24 13:16:00
PROD00357,Hi-Vis Vest v5,Apparel,CorePower,795.49,1467.53,BOX,ACTIVE,2025-03-31 15:52:00
PROD00358,Work Boots v4,Apparel,CorePower,654.52,1015.52,EA,ACTIVE,2025-03-11 22:59:00
PROD00359,Yoga Mat v4,Sports,Voltix,462.36,915.27,EA,ACTIVE,2025-10-26 08:48:00
PROD00360,Dumbbell Set 20kg v1,Sports,CorePower,743.4,1564.33,EA,ACTIVE,2025-03-18 21:21:00
PROD00361,Camping Tent 4P v4,Sports,HomePro,131.19,195.69,PK,ACTIVE,2025-02-03 20:44:00
PROD00362,Mountain Bike Helmet v4,Sports,HomePro,70.37,160.38,PK,ACTIVE,2025-01-17 22:28:00
PROD00363,Esky 40L v3,Sports,UrbanFit,300.27,522.61,PK,ACTIVE,2025-09-12 04:09:00
PROD00364,4K TV v3,Electronics,UrbanFit,471.51,580.49,PK,ACTIVE,2025-01-23 22:10:00
PROD00365,Bluetooth Speaker v4,Electronics,CorePower,512.61,-1.0,PK,ACTIVE,2025-09-03 22:08:00
PROD00366,Laptop v4,Electronics,TrailMax,135.29,209.81,BOX,ACTIVE,2024-09-02 06:37:00
PROD00367,Tablet v3,Electronics,TrailMax,275.45,523.65,BOX,DISCONTINUED,2025-04-20 19:57:00
PROD00368,Noise-Cancel Headphones v2,Electronics,UrbanFit,156.69,252.75,BOX,ACTIVE,2025-05-13 11:24:00
PROD00369,Smart Watch v2,Electronics,UrbanFit,779.41,1389.14,PK,ACTIVE,2025-04-23 12:00:00
PROD00370,Gaming Console v2,Electronics,TrailMax,603.2,770.71,EA,ACTIVE,2024-11-03 08:38:00
PROD00371,Wireless Router v2,Electronics,TrailMax,701.1,1505.35,PK,DISCONTINUED,2025-06-06 20:58:00
PROD00372,Cordless Drill v5,Home & Garden,HomePro,14.93,31.29,BOX,ACTIVE,2025-02-21 21:02:00
PROD00373,Garden Hose v3,Home & Garden,UrbanFit,361.05,476.08,EA,ACTIVE,2025-05-29 17:54:00
PROD00374,LED Floor Lamp v1,Home & Garden,DailyFresh,668.17,1501.47,BOX,ACTIVE,2024-12-22 08:51:00
PROD00375,Air Fryer v2,Home & Garden,HomePro,666.53,1351.48,BOX,DISCONTINUED,2024-11-17 01:38:00
PROD00376,Robot Vacuum v2,Home & Garden,CorePower,242.12,371.16,EA,ACTIVE,2025-05-13 09:03:00
PROD00377,Outdoor Heater v5,Home & Garden,DailyFresh,190.13,283.81,PK,ACTIVE,2025-05-20 01:20:00
PROD00378,Tool Set v4,Home & Garden,Voltix,711.85,916.62,PK,ACTIVE,2025-04-19 06:06:00
PROD00379,Pressure Washer v4,Home & Garden,TrailMax,489.96,714.36,BOX,ACTIVE,2025-06-12 13:55:00
PROD00380,Olive Oil 1L v4,Grocery,CorePower,814.87,1681.87,EA,DISCONTINUED,2024-08-19 08:48:00
PROD00381,Coffee Beans 500g v2,Grocery,TrailMax,368.82,562.41,BOX,DISCONTINUED,2025-05-09 09:41:00
PROD00382,Protein Bars 12pk v2,Grocery,TrailMax,272.47,610.53,PK,ACTIVE,2025-07-05 14:07:00
PROD00383,Basmati Rice 5kg v4,Grocery,Voltix,879.6,2053.72,PK,DISCONTINUED,2025-04-29 05:11:00
PROD00384,Almond Milk 1L v3,Grocery,Voltix,62.74,107.81,PK,ACTIVE,2025-07-11 21:34:00
PROD00385,Dark Chocolate 200g v1,Grocery,HomePro,741.01,1061.36,EA,ACTIVE,2025-05-02 09:20:00
PROD00386,Running Shoes v3,Apparel,UrbanFit,690.71,1219.97,EA,ACTIVE,2025-01-31 05:12:00
PROD00387,Rain Jacket v2,Apparel,UrbanFit,690.69,1480.13,BOX,ACTIVE,2025-02-01 16:30:00
PROD00388,Merino Jumper v3,Apparel,HomePro,589.53,1265.43,PK,DISCONTINUED,2025-12-10 09:23:00
PROD00389,Denim Jeans v3,Apparel,CorePower,133.91,214.32,PK,DISCONTINUED,2025-01-23 13:36:00
PROD00390,Hi-Vis Vest v4,Apparel,Voltix,356.61,606.43,PK,ACTIVE,2025-07-15 04:29:00
PROD00391,Work Boots v2,Apparel,HomePro,691.28,845.7,BOX,ACTIVE,2025-01-16 11:01:00
PROD00392,Yoga Mat v3,Sports,UrbanFit,292.37,628.33,BOX,ACTIVE,2025-10-01 06:39:00
PROD00393,Dumbbell Set 20kg v1,Sports,Voltix,454.64,1012.79,EA,ACTIVE,2025-02-01 23:30:00
PROD00394,Camping Tent 4P v1,Sports,CorePower,847.58,1620.17,PK,DISCONTINUED,2024-12-24 08:38:00
PROD00395,Mountain Bike Helmet v1,Sports,CorePower,529.16,672.66,PK,ACTIVE,2025-05-21 11:28:00
PROD00396,Esky 40L v2,Sports,CorePower,831.55,1108.65,EA,ACTIVE,2026-01-01 23:26:00
PROD00397,4K TV v5,Electronics,TrailMax,742.58,1669.87,BOX,ACTIVE,2025-06-02 02:28:00
PROD00398,Bluetooth Speaker v3,Electronics,UrbanFit,223.72,422.22,BOX,ACTIVE,2025-08-07 00:08:00
PROD00399,Laptop v3,Electronics,TrailMax,695.8,891.74,PK,ACTIVE,2024-11-21 10:29:00
PROD00400,Tablet v2,Electronics,CorePower,208.0,340.01,BOX,ACTIVE,2024-12-27 19:47:00
PROD00401,Noise-Cancel Headphones v4,Electronics,DailyFresh,839.68,1148.95,PK,DISCONTINUED,2025-10-01 01:53:00
PROD00402,Smart Watch v5,Electronics,TrailMax,477.44,1096.0,EA,DISCONTINUED,2024-09-04 16:55:00
PROD00403,Gaming Console v4,Electronics,TrailMax,719.26,1545.09,BOX,ACTIVE,2025-07-09 02:47:00
PROD00404,Wireless Router v5,Electronics,Voltix,71.7,93.97,BOX,ACTIVE,2025-10-01 16:54:00
PROD00405,Cordless Drill v4,Home & Garden,UrbanFit,766.93,1448.51,BOX,ACTIVE,2025-09-07 02:49:00
PROD00406,Garden Hose v4,Home & Garden,DailyFresh,616.82,1345.47,BOX,ACTIVE,2025-07-18 10:04:00
PROD00407,LED Floor Lamp v4,Home & Garden,UrbanFit,166.78,315.26,BOX,DISCONTINUED,2025-11-17 00:25:00
PROD00408,Air Fryer v4,Home & Garden,Voltix,518.97,626.72,EA,ACTIVE,2025-01-31 13:09:00
PROD00409,Robot Vacuum v3,Home & Garden,UrbanFit,235.93,346.22,PK,ACTIVE,2025-09-17 18:59:00
PROD00410,Outdoor Heater v5,Home & Garden,HomePro,321.76,726.01,EA,ACTIVE,2024-12-02 09:11:00
PROD00411,Tool Set v1,Home & Garden,HomePro,94.4,173.71,BOX,ACTIVE,2025-12-20 02:20:00
PROD00412,Pressure Washer v2,Home & Garden,HomePro,784.02,1814.35,PK,ACTIVE,2025-03-24 08:14:00
PROD00413,Olive Oil 1L v3,Grocery,Voltix,842.93,1231.25,EA,DISCONTINUED,2024-10-21 12:01:00
PROD00414,Coffee Beans 500g v2,Grocery,DailyFresh,401.78,840.82,EA,DISCONTINUED,2025-03-31 12:12:00
PROD00415,Protein Bars 12pk v1,Grocery,Voltix,188.25,311.86,EA,ACTIVE,2024-11-10 06:07:00
PROD00416,Basmati Rice 5kg v3,Grocery,CorePower,846.86,1768.9,PK,DISCONTINUED,2024-11-24 06:05:00
PROD00417,Almond Milk 1L v3,Grocery,UrbanFit,720.61,1175.91,EA,DISCONTINUED,2024-08-27 00:24:00
PROD00418,Dark Chocolate 200g v1,Grocery,TrailMax,723.86,1216.35,PK,ACTIVE,2025-10-21 02:27:00
PROD00419,Running Shoes v2,Apparel,CorePower,851.56,1688.13,EA,DISCONTINUED,2025-11-10 15:01:00
PROD00420,Rain Jacket v3,Apparel,Voltix,856.37,1309.95,EA,ACTIVE,2024-11-17 18:00:00
PROD00421,Merino Jumper v4,Apparel,Voltix,118.64,164.54,EA,ACTIVE,2025-11-05 23:42:00
PROD00422,Denim Jeans v2,Apparel,DailyFresh,266.6,517.49,EA,ACTIVE,2025-12-11 16:09:00
PROD00423,Hi-Vis Vest v2,Apparel,TrailMax,668.8,1452.89,EA,ACTIVE,2024-09-03 15:13:00
PROD00424,Work Boots v3,Apparel,UrbanFit,278.23,542.65,PK,ACTIVE,2025-09-24 00:21:00
PROD00425,Yoga Mat v2,Sports,DailyFresh,29.53,52.11,EA,DISCONTINUED,2025-09-13 19:46:00
PROD00426,Dumbbell Set 20kg v1,Sports,TrailMax,474.58,659.57,EA,ACTIVE,2025-03-21 02:07:00
PROD00427,Camping Tent 4P v4,Sports,UrbanFit,871.98,1532.35,PK,ACTIVE,2025-10-31 19:51:00
PROD00428,Mountain Bike Helmet v4,Sports,TrailMax,574.62,904.29,EA,ACTIVE,2025-07-21 17:23:00
PROD00429,Esky 40L v1,Sports,DailyFresh,861.39,1724.6,PK,ACTIVE,2024-10-22 07:32:00
PROD00430,4K TV v2,Electronics,CorePower,120.31,280.41,EA,ACTIVE,2025-08-21 12:18:00
PROD00431,Bluetooth Speaker v2,Electronics,TrailMax,798.68,1059.27,EA,ACTIVE,2025-02-03 22:29:00
PROD00432,Laptop v5,Electronics,TrailMax,602.85,1099.54,EA,ACTIVE,2025-03-23 11:42:00
PROD00433,Tablet v1,Electronics,CorePower,134.12,279.46,PK,ACTIVE,2025-09-29 06:11:00
PROD00434,Noise-Cancel Headphones v2,Electronics,HomePro,16.83,33.01,PK,ACTIVE,2024-08-24 18:30:00
PROD00435,Smart Watch v5,Electronics,DailyFresh,437.52,705.58,PK,ACTIVE,2025-04-08 19:16:00
PROD00436,Gaming Console v3,Electronics,CorePower,493.11,661.45,BOX,ACTIVE,2025-02-07 05:16:00
PROD00437,Wireless Router v5,Electronics,DailyFresh,309.52,695.29,BOX,ACTIVE,2025-07-27 10:48:00
PROD00438,Cordless Drill v3,Home & Garden,DailyFresh,469.09,-1.0,BOX,ACTIVE,2025-12-25 17:08:00
PROD00439,Garden Hose v1,Home & Garden,Voltix,88.75,210.35,BOX,ACTIVE,2024-10-22 11:19:00
PROD00440,LED Floor Lamp v1,Home & Garden,UrbanFit,409.5,763.29,EA,DISCONTINUED,2025-10-12 16:12:00
PROD00441,Air Fryer v1,Home & Garden,HomePro,130.97,264.13,BOX,ACTIVE,2025-05-15 19:49:00
PROD00442,Robot Vacuum v5,Home & Garden,Voltix,139.99,312.45,BOX,ACTIVE,2025-05-22 07:44:00
PROD00443,Outdoor Heater v3,Home & Garden,HomePro,852.66,1566.37,EA,ACTIVE,2025-07-10 20:54:00
PROD00444,Tool Set v2,Home & Garden,UrbanFit,557.89,1233.99,BOX,DISCONTINUED,2025-11-01 06:17:00
PROD00445,Pressure Washer v4,Home & Garden,TrailMax,47.83,113.02,PK,DISCONTINUED,2025-11-19 15:29:00
PROD00446,Olive Oil 1L v3,Grocery,Voltix,292.44,604.14,EA,ACTIVE,2025-08-16 17:42:00
PROD00447,Coffee Beans 500g v5,Grocery,UrbanFit,283.2,653.53,EA,ACTIVE,2025-09-09 13:08:00
PROD00448,Protein Bars 12pk v2,Grocery,DailyFresh,132.84,290.51,EA,DISCONTINUED,2025-03-07 18:12:00
PROD00449,Basmati Rice 5kg v2,Grocery,TrailMax,226.72,367.4,EA,DISCONTINUED,2024-10-21 23:47:00
PROD00450,Almond Milk 1L v2,Grocery,DailyFresh,528.99,1061.57,EA,ACTIVE,2025-09-12 10:00:00
PROD00451,Dark Chocolate 200g v5,Grocery,Voltix,574.53,1048.37,BOX,DISCONTINUED,2024-12-15 21:28:00
PROD00452,Running Shoes v5,Apparel,DailyFresh,271.74,366.8,EA,ACTIVE,2025-11-12 23:21:00
PROD00453,Rain Jacket v1,Apparel,DailyFresh,788.21,1843.93,PK,ACTIVE,2025-07-05 14:27:00
PROD00454,Merino Jumper v4,Apparel,TrailMax,528.14,1189.1,EA,ACTIVE,2024-10-03 23:38:00
PROD00455,Denim Jeans v2,Apparel,CorePower,863.92,1933.54,PK,DISCONTINUED,2025-03-22 01:40:00
PROD00456,Hi-Vis Vest v3,Apparel,TrailMax,98.25,208.68,BOX,ACTIVE,2025-03-21 21:53:00
PROD00457,Work Boots v1,Apparel,Voltix,229.12,373.01,BOX,DISCONTINUED,2024-12-21 18:31:00
PROD00458,Yoga Mat v3,Sports,Voltix,202.36,348.16,BOX,DISCONTINUED,2025-06-02 19:53:00
PROD00459,Dumbbell Set 20kg v4,Sports,Voltix,510.8,984.8,BOX,ACTIVE,2025-06-17 20:06:00
PROD00460,Camping Tent 4P v2,Sports,TrailMax,519.76,696.98,BOX,DISCONTINUED,2025-10-10 12:45:00
PROD00461,Mountain Bike Helmet v4,Sports,DailyFresh,670.9,1084.69,BOX,ACTIVE,2025-12-13 12:52:00
PROD00462,Esky 40L v4,Sports,CorePower,725.48,1518.62,EA,ACTIVE,2025-06-05 05:01:00
PROD00463,4K TV v3,Electronics,DailyFresh,568.95,907.34,EA,DISCONTINUED,2025-10-27 08:22:00
PROD00464,Bluetooth Speaker v2,Electronics,TrailMax,737.26,1189.1,PK,ACTIVE,2025-02-01 14:44:00
